"REF_DATE","GEO","DGUID","Supply and disposition of cattle","Survey date","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016","Ontario","2016A000235","Interprovincial imports of cattle","July to December","Head","148","thousands","3","v41123477","9.4.2","101.6","","","","1"
"2016","Ontario","2016A000235","International imports of cattle","January to June","Head","148","thousands","3","v41123478","9.5.1","2.7","","","","1"
"2016","Ontario","2016A000235","International imports of cattle","July to December","Head","148","thousands","3","v41123479","9.5.2","5.1","","","","1"
"2016","Ontario","2016A000235","Total disposition of cattle","January to June","Head","148","thousands","3","v41123480","9.6.1","391.6","","","","1"
"2016","Ontario","2016A000235","Total disposition of cattle","July to December","Head","148","thousands","3","v41123481","9.6.2","397.8","","","","1"
"2016","Ontario","2016A000235","Slaughter of cattle","January to June","Head","148","thousands","3","v41123482","9.7.1","272.9","","","","1"
"2016","Ontario","2016A000235","Slaughter of cattle","July to December","Head","148","thousands","3","v41123483","9.7.2","292.8","","","","1"
"2016","Ontario","2016A000235","Interprovincial exports of cattle","January to June","Head","148","thousands","3","v41123484","9.8.1","10.6","","","","1"
"2016","Ontario","2016A000235","Interprovincial exports of cattle","July to December","Head","148","thousands","3","v41123485","9.8.2","9.1","","","","1"
"2016","Ontario","2016A000235","International exports of cattle","January to June","Head","148","thousands","3","v41123486","9.9.1","71.1","","","","1"
"2016","Ontario","2016A000235","International exports of cattle","July to December","Head","148","thousands","3","v41123487","9.9.2","63.6","","","","1"
"2016","Ontario","2016A000235","Deaths and condemnations of cattle","January to June","Head","148","thousands","3","v41123488","9.10.1","37.0","","","","1"
"2016","Ontario","2016A000235","Deaths and condemnations of cattle","July to December","Head","148","thousands","3","v41123489","9.10.2","32.3","","","","1"
"2016","Ontario","2016A000235","Ending inventory of cattle","January to June","Head","148","thousands","3","v41123490","9.11.1","1626.2","","","","1"
"2016","Ontario","2016A000235","Ending inventory of cattle","July to December","Head","148","thousands","3","v41123491","9.11.2","1595.2","","","","1"
"2016","Western provinces","","Total supply of cattle","January to June","Head","148","thousands","3","v41123492","10.1.1","11577.5","","","","1"
"2016","Western provinces","","Total supply of cattle","July to December","Head","148","thousands","3","v41123493","10.1.2","10806.3","","","","1"
"2016","Western provinces","","Beginning inventory of cattle","January to June","Head","148","thousands","3","v41123494","10.2.1","8670.0","","","","1"
"2016","Western provinces","","Beginning inventory of cattle","July to December","Head","148","thousands","3","v41123495","10.2.2","9560.0","","","","1"
"2016","Western provinces","","Calves born","January to June","Head","148","thousands","3","v41123496","10.3.1","2555.3","","","","1"
"2016","Western provinces","","Calves born","July to December","Head","148","thousands","3","v41123497","10.3.2","615.0","","","","1"
"2016","Western provinces","","Interprovincial imports of cattle","January to June","Head","148","thousands","3","v41123498","10.4.1","349.2","","","","1"
"2016","Western provinces","","Interprovincial imports of cattle","July to December","Head","148","thousands","3","v41123499","10.4.2","619.1","","","","1"
"2016","Western provinces","","International imports of cattle","January to June","Head","148","thousands","3","v41123500","10.5.1","3.0","","","","1"
"2016","Western provinces","","International imports of cattle","July to December","Head","148","thousands","3","v41123501","10.5.2","12.2","","","","1"
"2016","Western provinces","","Total disposition of cattle","January to June","Head","148","thousands","3","v41123502","10.6.1","2017.5","","","","1"
"2016","Western provinces","","Total disposition of cattle","July to December","Head","148","thousands","3","v41123503","10.6.2","2181.3","","","","1"
"2016","Western provinces","","Slaughter of cattle","January to June","Head","148","thousands","3","v41123504","10.7.1","993.4","","","","1"
"2016","Western provinces","","Slaughter of cattle","July to December","Head","148","thousands","3","v41123505","10.7.2","1154.3","","","","1"
"2016","Western provinces","","Interprovincial exports of cattle","January to June","Head","148","thousands","3","v41123506","10.8.1","425.9","","","","1"
"2016","Western provinces","","Interprovincial exports of cattle","July to December","Head","148","thousands","3","v41123507","10.8.2","701.5","","","","1"
"2016","Western provinces","","International exports of cattle","January to June","Head","148","thousands","3","v41123508","10.9.1","322.0","","","","1"
"2016","Western provinces","","International exports of cattle","July to December","Head","148","thousands","3","v41123509","10.9.2","224.8","","","","1"
"2016","Western provinces","","Deaths and condemnations of cattle","January to June","Head","148","thousands","3","v41123510","10.10.1","276.2","","","","1"
"2016","Western provinces","","Deaths and condemnations of cattle","July to December","Head","148","thousands","3","v41123511","10.10.2","100.7","","","","1"
"2016","Western provinces","","Ending inventory of cattle","January to June","Head","148","thousands","3","v41123512","10.11.1","9560.0","","","","1"
"2016","Western provinces","","Ending inventory of cattle","July to December","Head","148","thousands","3","v41123513","10.11.2","8625.0","","","","1"
"2016","Manitoba","2016A000246","Total supply of cattle","January to June","Head","148","thousands","3","v41123514","11.1.1","1318.8","","","","1"
"2016","Manitoba","2016A000246","Total supply of cattle","July to December","Head","148","thousands","3","v41123515","11.1.2","1280.9","","","","1"
"2016","Manitoba","2016A000246","Beginning inventory of cattle","January to June","Head","148","thousands","3","v41123516","11.2.1","1035.0","","","","1"
"2016","Manitoba","2016A000246","Beginning inventory of cattle","July to December","Head","148","thousands","3","v41123517","11.2.2","1105.0","","","","1"
"2016","Manitoba","2016A000246","Calves born","January to June","Head","148","thousands","3","v41123518","11.3.1","262.4","","","","1"
"2016","Manitoba","2016A000246","Calves born","July to December","Head","148","thousands","3","v41123519","11.3.2","106.2","","","","1"
"2016","Manitoba","2016A000246","Interprovincial imports of cattle","January to June","Head","148","thousands","3","v41123520","11.4.1","21.0","","","","1"
"2016","Manitoba","2016A000246","Interprovincial imports of cattle","July to December","Head","148","thousands","3","v41123521","11.4.2","69.4","","","","1"
"2016","Manitoba","2016A000246","International imports of cattle","January to June","Head","148","thousands","3","v41123522","11.5.1","0.4","","","","1"
"2016","Manitoba","2016A000246","International imports of cattle","July to December","Head","148","thousands","3","v41123523","11.5.2","0.3","","","","1"
"2016","Manitoba","2016A000246","Total disposition of cattle","January to June","Head","148","thousands","3","v41123524","11.6.1","213.8","","","","1"
"2016","Manitoba","2016A000246","Total disposition of cattle","July to December","Head","148","thousands","3","v41123525","11.6.2","230.9","","","","1"
"2016","Manitoba","2016A000246","Slaughter of cattle","January to June","Head","148","thousands","3","v41123526","11.7.1","32.1","","","","1"
"2016","Manitoba","2016A000246","Slaughter of cattle","July to December","Head","148","thousands","3","v41123527","11.7.2","37.5","","","","1"
"2016","Manitoba","2016A000246","Interprovincial exports of cattle","January to June","Head","148","thousands","3","v41123528","11.8.1","83.3","","","","1"
"2016","Manitoba","2016A000246","Interprovincial exports of cattle","July to December","Head","148","thousands","3","v41123529","11.8.2","144.6","","","","1"
"2016","Manitoba","2016A000246","International exports of cattle","January to June","Head","148","thousands","3","v41123530","11.9.1","67.3","","","","1"
"2016","Manitoba","2016A000246","International exports of cattle","July to December","Head","148","thousands","3","v41123531","11.9.2","34.6","","","","1"
"2016","Manitoba","2016A000246","Deaths and condemnations of cattle","January to June","Head","148","thousands","3","v41123532","11.10.1","31.1","","","","1"
"2016","Manitoba","2016A000246","Deaths and condemnations of cattle","July to December","Head","148","thousands","3","v41123533","11.10.2","14.2","","","","1"
"2016","Manitoba","2016A000246","Ending inventory of cattle","January to June","Head","148","thousands","3","v41123534","11.11.1","1105.0","","","","1"
"2016","Manitoba","2016A000246","Ending inventory of cattle","July to December","Head","148","thousands","3","v41123535","11.11.2","1050.0","","","","1"
"2016","Saskatchewan","2016A000247","Total supply of cattle","January to June","Head","148","thousands","3","v41123536","12.1.1","3101.3","","","","1"
"2016","Saskatchewan","2016A000247","Total supply of cattle","July to December","Head","148","thousands","3","v41123537","12.1.2","2880.3","","","","1"
"2016","Saskatchewan","2016A000247","Beginning inventory of cattle","January to June","Head","148","thousands","3","v41123538","12.2.1","2230.0","","","","1"
"2016","Saskatchewan","2016A000247","Beginning inventory of cattle","July to December","Head","148","thousands","3","v41123539","12.2.2","2590.0","","","","1"
"2016","Saskatchewan","2016A000247","Calves born","January to June","Head","148","thousands","3","v41123540","12.3.1","818.5","","","","1"
"2016","Saskatchewan","2016A000247","Calves born","July to December","Head","148","thousands","3","v41123541","12.3.2","239.9","","","","1"
"2016","Saskatchewan","2016A000247","Interprovincial imports of cattle","January to June","Head","148","thousands","3","v41123542","12.4.1","51.9","","","","1"
"2016","Saskatchewan","2016A000247","Interprovincial imports of cattle","July to December","Head","148","thousands","3","v41123543","12.4.2","49.9","","","","1"
"2016","Saskatchewan","2016A000247","International imports of cattle","January to June","Head","148","thousands","3","v41123544","12.5.1","0.9","","","","1"
"2016","Saskatchewan","2016A000247","International imports of cattle","July to December","Head","148","thousands","3","v41123545","12.5.2","0.5","","","","1"
"2016","Saskatchewan","2016A000247","Total disposition of cattle","January to June","Head","148","thousands","3","v41123546","12.6.1","511.3","","","","1"
"2016","Saskatchewan","2016A000247","Total disposition of cattle","July to December","Head","148","thousands","3","v41123547","12.6.2","625.3","","","","1"
"2016","Saskatchewan","2016A000247","Slaughter of cattle","January to June","Head","148","thousands","3","v41123548","12.7.1","86.6","","","","1"
"2016","Saskatchewan","2016A000247","Slaughter of cattle","July to December","Head","148","thousands","3","v41123549","12.7.2","123.4","","","","1"
"2016","Saskatchewan","2016A000247","Interprovincial exports of cattle","January to June","Head","148","thousands","3","v41123550","12.8.1","244.7","","","","1"
"2016","Saskatchewan","2016A000247","Interprovincial exports of cattle","July to December","Head","148","thousands","3","v41123551","12.8.2","434.4","","","","1"
"2016","Saskatchewan","2016A000247","International exports of cattle","January to June","Head","148","thousands","3","v41123552","12.9.1","91.5","","","","1"
"2016","Saskatchewan","2016A000247","International exports of cattle","July to December","Head","148","thousands","3","v41123553","12.9.2","38.5","","","","1"
"2016","Saskatchewan","2016A000247","Deaths and condemnations of cattle","January to June","Head","148","thousands","3","v41123554","12.10.1","88.5","","","","1"
"2016","Saskatchewan","2016A000247","Deaths and condemnations of cattle","July to December","Head","148","thousands","3","v41123555","12.10.2","29.0","","","","1"
"2016","Saskatchewan","2016A000247","Ending inventory of cattle","January to June","Head","148","thousands","3","v41123556","12.11.1","2590.0","","","","1"
"2016","Saskatchewan","2016A000247","Ending inventory of cattle","July to December","Head","148","thousands","3","v41123557","12.11.2","2255.0","","","","1"
"2016","Alberta","2016A000248","Total supply of cattle","January to June","Head","148","thousands","3","v41123558","13.1.1","6404.6","","","","1"
"2016","Alberta","2016A000248","Total supply of cattle","July to December","Head","148","thousands","3","v41123559","13.1.2","5944.5","","","","1"
"2016","Alberta","2016A000248","Beginning inventory of cattle","January to June","Head","148","thousands","3","v41123560","13.2.1","4830.0","","","","1"
"2016","Alberta","2016A000248","Beginning inventory of cattle","July to December","Head","148","thousands","3","v41123561","13.2.2","5205.0","","","","1"
"2016","Alberta","2016A000248","Calves born","January to June","Head","148","thousands","3","v41123562","13.3.1","1304.6","","","","1"
"2016","Alberta","2016A000248","Calves born","July to December","Head","148","thousands","3","v41123563","13.3.2","234.8","","","","1"
"2016","Alberta","2016A000248","Interprovincial imports of cattle","January to June","Head","148","thousands","3","v41123564","13.4.1","269.6","","","","1"
"2016","Alberta","2016A000248","Interprovincial imports of cattle","July to December","Head","148","thousands","3","v41123565","13.4.2","497.2","","","","1"
"2016","Alberta","2016A000248","International imports of cattle","January to June","Head","148","thousands","3","v41123566","13.5.1","0.4","","","","1"
"2016","Alberta","2016A000248","International imports of cattle","July to December","Head","148","thousands","3","v41123567","13.5.2","7.5","","","","1"
"2016","Alberta","2016A000248","Total disposition of cattle","January to June","Head","148","thousands","3","v41123568","13.6.1","1199.6","","","","1"
"2016","Alberta","2016A000248","Total disposition of cattle","July to December","Head","148","thousands","3","v41123569","13.6.2","1214.5","","","","1"
"2016","Alberta","2016A000248","Slaughter of cattle","January to June","Head","148","thousands","3","v41123570","13.7.1","847.5","","","","1"
"2016","Alberta","2016A000248","Slaughter of cattle","July to December","Head","148","thousands","3","v41123571","13.7.2","963.4","","","","1"
"2016","Alberta","2016A000248","Interprovincial exports of cattle","January to June","Head","148","thousands","3","v41123572","13.8.1","73.6","","","","1"
"2016","Alberta","2016A000248","Interprovincial exports of cattle","July to December","Head","148","thousands","3","v41123573","13.8.2","62.6","","","","1"
"2016","Alberta","2016A000248","International exports of cattle","January to June","Head","148","thousands","3","v41123574","13.9.1","142.6","","","","1"
"2016","Alberta","2016A000248","International exports of cattle","July to December","Head","148","thousands","3","v41123575","13.9.2","138.3","","","","1"
"2016","Alberta","2016A000248","Deaths and condemnations of cattle","January to June","Head","148","thousands","3","v41123576","13.10.1","135.9","","","","1"
"2016","Alberta","2016A000248","Deaths and condemnations of cattle","July to December","Head","148","thousands","3","v41123577","13.10.2","50.2","","","","1"
"2016","Alberta","2016A000248","Ending inventory of cattle","January to June","Head","148","thousands","3","v41123578","13.11.1","5205.0","","","","1"
"2016","Alberta","2016A000248","Ending inventory of cattle","July to December","Head","148","thousands","3","v41123579","13.11.2","4730.0","","","","1"
"2016","British Columbia","2016A000259","Total supply of cattle","January to June","Head","148","thousands","3","v41123580","14.1.1","752.8","","","","1"
"2016","British Columbia","2016A000259","Total supply of cattle","July to December","Head","148","thousands","3","v41123581","14.1.2","700.6","","","","1"
"2016","British Columbia","2016A000259","Beginning inventory of cattle","January to June","Head","148","thousands","3","v41123582","14.2.1","575.0","","","","1"
"2016","British Columbia","2016A000259","Beginning inventory of cattle","July to December","Head","148","thousands","3","v41123583","14.2.2","660.0","","","","1"
"2016","British Columbia","2016A000259","Calves born","January to June","Head","148","thousands","3","v41123584","14.3.1","169.8","","","","1"
"2016","British Columbia","2016A000259","Calves born","July to December","Head","148","thousands","3","v41123585","14.3.2","34.1","","","","1"
"2016","British Columbia","2016A000259","Interprovincial imports of cattle","January to June","Head","148","thousands","3","v41123586","14.4.1","6.7","","","","1"
"2016","British Columbia","2016A000259","Interprovincial imports of cattle","July to December","Head","148","thousands","3","v41123587","14.4.2","2.6","","","","1"
"2016","British Columbia","2016A000259","International imports of cattle","January to June","Head","148","thousands","3","v41123588","14.5.1","1.3","","","","1"
"2016","British Columbia","2016A000259","International imports of cattle","July to December","Head","148","thousands","3","v41123589","14.5.2","3.9","","","","1"
"2016","British Columbia","2016A000259","Total disposition of cattle","January to June","Head","148","thousands","3","v41123590","14.6.1","92.8","","","","1"
"2016","British Columbia","2016A000259","Total disposition of cattle","July to December","Head","148","thousands","3","v41123591","14.6.2","110.6","","","","1"
"2016","British Columbia","2016A000259","Slaughter of cattle","January to June","Head","148","thousands","3","v41123592","14.7.1","27.2","","","","1"
"2016","British Columbia","2016A000259","Slaughter of cattle","July to December","Head","148","thousands","3","v41123593","14.7.2","30.0","","","","1"
"2016","British Columbia","2016A000259","Interprovincial exports of cattle","January to June","Head","148","thousands","3","v41123594","14.8.1","24.3","","","","1"
"2016","British Columbia","2016A000259","Interprovincial exports of cattle","July to December","Head","148","thousands","3","v41123595","14.8.2","59.9","","","","1"
"2016","British Columbia","2016A000259","International exports of cattle","January to June","Head","148","thousands","3","v41123596","14.9.1","20.6","","","","1"
"2016","British Columbia","2016A000259","International exports of cattle","July to December","Head","148","thousands","3","v41123597","14.9.2","13.4","","","","1"
"2016","British Columbia","2016A000259","Deaths and condemnations of cattle","January to June","Head","148","thousands","3","v41123598","14.10.1","20.7","","","","1"
"2016","British Columbia","2016A000259","Deaths and condemnations of cattle","July to December","Head","148","thousands","3","v41123599","14.10.2","7.3","","","","1"
"2016","British Columbia","2016A000259","Ending inventory of cattle","January to June","Head","148","thousands","3","v41123600","14.11.1","660.0","","","","1"
"2016","British Columbia","2016A000259","Ending inventory of cattle","July to December","Head","148","thousands","3","v41123601","14.11.2","590.0","","","","1"
"2017","Canada","2016A000011124","Total supply of cattle","January to June","Head","148","thousands","3","v41123294","1.1.1","15369.5","","","","1"
"2017","Canada","2016A000011124","Total supply of cattle","July to December","Head","148","thousands","3","v41123295","1.1.2","14744.4","","","","1"
"2017","Canada","2016A000011124","Beginning inventory of cattle","January to June","Head","148","thousands","3","v41123296","1.2.1","11510.0","","","","1"
"2017","Canada","2016A000011124","Beginning inventory of cattle","July to December","Head","148","thousands","3","v41123297","1.2.2","12595.0","","","","1"
"2017","Canada","2016A000011124","Calves born","January to June","Head","148","thousands","3","v41123298","1.3.1","3315.5","","","","1"
"2017","Canada","2016A000011124","Calves born","July to December","Head","148","thousands","3","v41123299","1.3.2","1160.8","","","","1"
"2017","Canada","2016A000011124","Interprovincial imports of cattle","January to June","Head","148","thousands","3","v41123300","1.4.1","509.5","","","","1"
"2017","Canada","2016A000011124","Interprovincial imports of cattle","July to December","Head","148","thousands","3","v41123301","1.4.2","882.4","","","","1"
"2017","Canada","2016A000011124","International imports of cattle","January to June","Head","148","thousands","3","v41123302","1.5.1","34.5","","","","1"
"2017","Canada","2016A000011124","International imports of cattle","July to December","Head","148","thousands","3","v41123303","1.5.2","106.2","","","","1"
"2017","Canada","2016A000011124","Total disposition of cattle","January to June","Head","148","thousands","3","v41123304","1.6.1","2774.5","","","","1"
"2017","Canada","2016A000011124","Total disposition of cattle","July to December","Head","148","thousands","3","v41123305","1.6.2","3074.4","","","","1"
"2017","Canada","2016A000011124","Slaughter of cattle","January to June","Head","148","thousands","3","v41123306","1.7.1","1569.6","","","","1"
"2017","Canada","2016A000011124","Slaughter of cattle","July to December","Head","148","thousands","3","v41123307","1.7.2","1725.4","","","","1"
"2017","Canada","2016A000011124","Interprovincial exports of cattle","January to June","Head","148","thousands","3","v41123308","1.8.1","509.5","","","","1"
"2017","Canada","2016A000011124","Interprovincial exports of cattle","July to December","Head","148","thousands","3","v41123309","1.8.2","882.4","","","","1"
"2017","Canada","2016A000011124","International exports of cattle","January to June","Head","148","thousands","3","v41123310","1.9.1","338.9","","","","1"
"2017","Canada","2016A000011124","International exports of cattle","July to December","Head","148","thousands","3","v41123311","1.9.2","302.0","","","","1"
"2017","Canada","2016A000011124","Deaths and condemnations of cattle","January to June","Head","148","thousands","3","v41123312","1.10.1","356.5","","","","1"
"2017","Canada","2016A000011124","Deaths and condemnations of cattle","July to December","Head","148","thousands","3","v41123313","1.10.2","164.6","","","","1"
"2017","Canada","2016A000011124","Ending inventory of cattle","January to June","Head","148","thousands","3","v41123314","1.11.1","12595.0","","","","1"
"2017","Canada","2016A000011124","Ending inventory of cattle","July to December","Head","148","thousands","3","v41123315","1.11.2","11670.0","","","","1"
"2017","Eastern provinces","","Total supply of cattle","January to June","Head","148","thousands","3","v41123316","2.1.1","3639.1","","","","1"
"2017","Eastern provinces","","Total supply of cattle","July to December","Head","148","thousands","3","v41123317","2.1.2","3584.1","","","","1"
"2017","Eastern provinces","","Beginning inventory of cattle","January to June","Head","148","thousands","3","v41123318","2.2.1","2885.0","","","","1"
"2017","Eastern provinces","","Beginning inventory of cattle","July to December","Head","148","thousands","3","v41123319","2.2.2","2935.0","","","","1"
"2017","Eastern provinces","","Calves born","January to June","Head","148","thousands","3","v41123320","2.3.1","611.3","","","","1"
"2017","Eastern provinces","","Calves born","July to December","Head","148","thousands","3","v41123321","2.3.2","474.6","","","","1"
"2017","Eastern provinces","","Interprovincial imports of cattle","January to June","Head","148","thousands","3","v41123322","2.4.1","123.7","","","","1"
"2017","Eastern provinces","","Interprovincial imports of cattle","July to December","Head","148","thousands","3","v41123323","2.4.2","154.7","","","","1"
"2017","Eastern provinces","","International imports of cattle","January to June","Head","148","thousands","3","v41123324","2.5.1","19.1","","","","1"
"2017","Eastern provinces","","International imports of cattle","July to December","Head","148","thousands","3","v41123325","2.5.2","19.8","","","","1"
"2017","Eastern provinces","","Total disposition of cattle","January to June","Head","148","thousands","3","v41123326","2.6.1","704.1","","","","1"
"2017","Eastern provinces","","Total disposition of cattle","July to December","Head","148","thousands","3","v41123327","2.6.2","674.1","","","","1"
"2017","Eastern provinces","","Slaughter of cattle","January to June","Head","148","thousands","3","v41123328","2.7.1","494.0","","","","1"
"2017","Eastern provinces","","Slaughter of cattle","July to December","Head","148","thousands","3","v41123329","2.7.2","498.8","","","","1"
"2017","Eastern provinces","","Interprovincial exports of cattle","January to June","Head","148","thousands","3","v41123330","2.8.1","44.2","","","","1"
"2017","Eastern provinces","","Interprovincial exports of cattle","July to December","Head","148","thousands","3","v41123331","2.8.2","43.9","","","","1"
"2017","Eastern provinces","","International exports of cattle","January to June","Head","148","thousands","3","v41123332","2.9.1","84.2","","","","1"
"2017","Eastern provinces","","International exports of cattle","July to December","Head","148","thousands","3","v41123333","2.9.2","68.5","","","","1"
"2017","Eastern provinces","","Deaths and condemnations of cattle","January to June","Head","148","thousands","3","v41123334","2.10.1","81.7","","","","1"
"2017","Eastern provinces","","Deaths and condemnations of cattle","July to December","Head","148","thousands","3","v41123335","2.10.2","62.9","","","","1"
"2017","Eastern provinces","","Ending inventory of cattle","January to June","Head","148","thousands","3","v41123336","2.11.1","2935.0","","","","1"
"2017","Eastern provinces","","Ending inventory of cattle","July to December","Head","148","thousands","3","v41123337","2.11.2","2910.0","","","","1"
"2017","Atlantic provinces","2016A00011","Total supply of cattle","January to June","Head","148","thousands","3","v41123338","3.1.1","269.8","","","","1"
"2017","Atlantic provinces","2016A00011","Total supply of cattle","July to December","Head","148","thousands","3","v41123339","3.1.2","259.9","","","","1"
"2017","Atlantic provinces","2016A00011","Beginning inventory of cattle","January to June","Head","148","thousands","3","v41123340","3.2.1","208.1","","","","1"
"2017","Atlantic provinces","2016A00011","Beginning inventory of cattle","July to December","Head","148","thousands","3","v41123341","3.2.2","215.4","","","","1"
"2017","Atlantic provinces","2016A00011","Calves born","January to June","Head","148","thousands","3","v41123342","3.3.1","59.2","","","","1"
"2017","Atlantic provinces","2016A00011","Calves born","July to December","Head","148","thousands","3","v41123343","3.3.2","37.4","","","","1"
"2017","Atlantic provinces","2016A00011","Interprovincial imports of cattle","January to June","Head","148","thousands","3","v41123344","3.4.1","2.4","","","","1"
"2017","Atlantic provinces","2016A00011","Interprovincial imports of cattle","July to December","Head","148","thousands","3","v41123345","3.4.2","6.9","","","","1"
"2017","Atlantic provinces","2016A00011","International imports of cattle","January to June","Head","148","thousands","3","v41123346","3.5.1","0.1","","","","1"
"2017","Atlantic provinces","2016A00011","International imports of cattle","July to December","Head","148","thousands","3","v41123347","3.5.2","0.2","","","","1"
"2017","Atlantic provinces","2016A00011","Total disposition of cattle","January to June","Head","148","thousands","3","v41123348","3.6.1","54.4","","","","1"
"2017","Atlantic provinces","2016A00011","Total disposition of cattle","July to December","Head","148","thousands","3","v41123349","3.6.2","44.6","","","","1"
"2017","Atlantic provinces","2016A00011","Slaughter of cattle","January to June","Head","148","thousands","3","v41123350","3.7.1","21.8","","","","1"
"2017","Atlantic provinces","2016A00011","Slaughter of cattle","July to December","Head","148","thousands","3","v41123351","3.7.2","19.2","","","","1"
"2017","Atlantic provinces","2016A00011","Interprovincial exports of cattle","January to June","Head","148","thousands","3","v41123352","3.8.1","16.7","","","","1"
"2017","Atlantic provinces","2016A00011","Interprovincial exports of cattle","July to December","Head","148","thousands","3","v41123353","3.8.2","13.4","","","","1"
"2017","Atlantic provinces","2016A00011","International exports of cattle","January to June","Head","148","thousands","3","v41123354","3.9.1","7.8","","","","1"
"2017","Atlantic provinces","2016A00011","International exports of cattle","July to December","Head","148","thousands","3","v41123355","3.9.2","5.7","","","","1"
"2017","Atlantic provinces","2016A00011","Deaths and condemnations of cattle","January to June","Head","148","thousands","3","v41123356","3.10.1","8.1","","","","1"
"2017","Atlantic provinces","2016A00011","Deaths and condemnations of cattle","July to December","Head","148","thousands","3","v41123357","3.10.2","6.3","","","","1"
"2017","Atlantic provinces","2016A00011","Ending inventory of cattle","January to June","Head","148","thousands","3","v41123358","3.11.1","215.4","","","","1"
"2017","Atlantic provinces","2016A00011","Ending inventory of cattle","July to December","Head","148","thousands","3","v41123359","3.11.2","215.3","","","","1"
"2017","Newfoundland and Labrador","2016A000210","Total supply of cattle","January to June","Head","148","thousands","3","v41123360","4.1.1","12.6","","","","1"
"2017","Newfoundland and Labrador","2016A000210","Total supply of cattle","July to December","Head","148","thousands","3","v41123361","4.1.2","12.1","","","","1"
"2017","Newfoundland and Labrador","2016A000210","Beginning inventory of cattle","January to June","Head","148","thousands","3","v41123362","4.2.1","10.5","","","","1"
"2017","Newfoundland and Labrador","2016A000210","Beginning inventory of cattle","July to December","Head","148","thousands","3","v41123363","4.2.2","10.8","","","","1"
"2017","Newfoundland and Labrador","2016A000210","Calves born","January to June","Head","148","thousands","3","v41123364","4.3.1","2.1","","","","1"
"2017","Newfoundland and Labrador","2016A000210","Calves born","July to December","Head","148","thousands","3","v41123365","4.3.2","1.3","","","","1"
"2017","Newfoundland and Labrador","2016A000210","Interprovincial imports of cattle","January to June","Head","148","thousands","3","v41123366","4.4.1","0.0","","","","1"
"2017","Newfoundland and Labrador","2016A000210","Interprovincial imports of cattle","July to December","Head","148","thousands","3","v41123367","4.4.2","0.0","","","","1"
"2017","Newfoundland and Labrador","2016A000210","International imports of cattle","January to June","Head","148","thousands","3","v41123368","4.5.1","0.0","","","","1"
"2017","Newfoundland and Labrador","2016A000210","International imports of cattle","July to December","Head","148","thousands","3","v41123369","4.5.2","0.0","","","","1"
"2017","Newfoundland and Labrador","2016A000210","Total disposition of cattle","January to June","Head","148","thousands","3","v41123370","4.6.1","1.8","","","","1"
"2017","Newfoundland and Labrador","2016A000210","Total disposition of cattle","July to December","Head","148","thousands","3","v41123371","4.6.2","1.3","","","","1"
"2017","Newfoundland and Labrador","2016A000210","Slaughter of cattle","January to June","Head","148","thousands","3","v41123372","4.7.1","1.4","","","","1"
"2017","Newfoundland and Labrador","2016A000210","Slaughter of cattle","July to December","Head","148","thousands","3","v41123373","4.7.2","0.9","","","","1"
"2017","Newfoundland and Labrador","2016A000210","Interprovincial exports of cattle","January to June","Head","148","thousands","3","v41123374","4.8.1","0.0","","","","1"
"2017","Newfoundland and Labrador","2016A000210","Interprovincial exports of cattle","July to December","Head","148","thousands","3","v41123375","4.8.2","0.0","","","","1"
"2017","Newfoundland and Labrador","2016A000210","International exports of cattle","January to June","Head","148","thousands","3","v41123376","4.9.1","0.0","","","","1"
"2017","Newfoundland and Labrador","2016A000210","International exports of cattle","July to December","Head","148","thousands","3","v41123377","4.9.2","0.0","","","","1"
"2017","Newfoundland and Labrador","2016A000210","Deaths and condemnations of cattle","January to June","Head","148","thousands","3","v41123378","4.10.1","0.4","","","","1"
"2017","Newfoundland and Labrador","2016A000210","Deaths and condemnations of cattle","July to December","Head","148","thousands","3","v41123379","4.10.2","0.4","","","","1"
"2017","Newfoundland and Labrador","2016A000210","Ending inventory of cattle","January to June","Head","148","thousands","3","v41123380","4.11.1","10.8","","","","1"
"2017","Newfoundland and Labrador","2016A000210","Ending inventory of cattle","July to December","Head","148","thousands","3","v41123381","4.11.2","10.8","","","","1"
"2017","Prince Edward Island","2016A000211","Total supply of cattle","January to June","Head","148","thousands","3","v41123382","5.1.1","73.9","","","","1"
"2017","Prince Edward Island","2016A000211","Total supply of cattle","July to December","Head","148","thousands","3","v41123383","5.1.2","72.5","","","","1"
"2017","Prince Edward Island","2016A000211","Beginning inventory of cattle","January to June","Head","148","thousands","3","v41123384","5.2.1","57.9","","","","1"
"2017","Prince Edward Island","2016A000211","Beginning inventory of cattle","July to December","Head","148","thousands","3","v41123385","5.2.2","59.7","","","","1"
"2017","Prince Edward Island","2016A000211","Calves born","January to June","Head","148","thousands","3","v41123386","5.3.1","13.6","","","","1"
"2017","Prince Edward Island","2016A000211","Calves born","July to December","Head","148","thousands","3","v41123387","5.3.2","9.5","","","","1"
"2017","Prince Edward Island","2016A000211","Interprovincial imports of cattle","January to June","Head","148","thousands","3","v41123388","5.4.1","2.4","","","","1"
"2017","Prince Edward Island","2016A000211","Interprovincial imports of cattle","July to December","Head","148","thousands","3","v41123389","5.4.2","3.3","","","","1"
